id,playerName,x,y,end_x,end_y,xT_gain
2816673993,E. Achouri,61.3,92.1,18.2,3.62,-0.004
2816674295,M. Greve,52.2,35.5,3.1,0.63,-0.007
2816674055,A. Rømer,53.9,34.5,35.5,0.18,-0.005
2816674355,D. Ramaj,14.4,52.8,23.7,1.11,-0.004
2816674381,P. Hatzidiakos,24.3,84.0,9.5,5.33,-0.002
2816674439,L. Lerager,29.5,72.6,14.0,1.12,-0.002
2816674461,M. López,35.3,91.1,36.9,5.77,-0.001
2816674507,D. Høegh,29.2,37.4,17.4,1.16,-0.003
2816674725,N. Dyhr,35.9,61.4,12.0,5.65,-0.003
2816674617,V. Froholdt,68.1,34.9,5.4,1.26,-0.012
2816674655,J. Larsson,70.9,40.0,13.3,1.75,-0.012
2816674669,M. Elyounoussi,82.1,70.1,12.4,4.56,-0.03
2816674695,J. Larsson,80.3,52.1,7.5,0.49,-0.032
2816675447,J. Larsson,99.5,0.5,37.3,2.04,-0.018
2816675603,W. Dammers,4.5,60.0,4.2,4.3,-0.005
2816675609,P. Izzo,2.9,53.9,21.2,4.97,-0.004
2816675633,D. Høegh,8.4,23.6,22.3,0.02,-0.002
2816675677,A. Rømer,29.5,24.1,37.7,5.79,-0.001
2816675993,M. López,35.4,100.0,14.5,5.22,-0.001
2816676195,E. Achouri,42.1,76.2,30.0,4.81,-0.002
2816676217,R. Huescas,82.0,16.1,8.1,4.34,-0.0139999999999999
2816676259,J. Larsson,79.2,5.0,14.2,2.79,-0.008
2816676321,V. Froholdt,71.2,10.6,10.5,1.16,-0.006
2816676379,E. Achouri,75.2,24.7,10.8,3.94,-0.014
2816676411,V. Froholdt,68.0,13.4,14.8,2.59,-0.008
2816676449,Gabriel Pereira,56.0,24.8,16.1,5.45,-0.005
2816676529,V. Froholdt,66.3,7.3,11.9,0.58,-0.005
2816676597,R. Huescas,78.1,18.4,8.1,2.75,-0.0169999999999999
2816676691,S. Nordli,29.3,88.0,4.5,3.56,-0.003
2816676705,N. Dyhr,25.4,85.3,44.8,6.15,0.002
2816676789,D. Ramaj,26.0,29.8,19.3,6.24,-0.003
2816676871,R. Huescas,50.5,23.3,39.4,6.1,-0.001
2816677017,J. Larsson,77.1,13.9,7.6,2.89,-0.013
2816677041,V. Froholdt,70.1,16.7,13.7,5.69,-0.008
2816677059,R. Huescas,88.7,6.1,8.9,3.05,-0.012
2816677085,L. Lerager,80.3,7.3,16.5,1.72,-0.009
2816677137,J. Larsson,78.0,31.3,7.6,3.74,-0.024
2816677169,V. Froholdt,75.5,32.0,8.5,5.19,-0.016
2816677217,J. Larsson,78.3,20.9,10.0,2.52,-0.016
2816677275,V. Froholdt,71.9,31.3,25.0,1.61,-0.014
2816677285,M. López,76.5,75.0,22.8,5.46,-0.0199999999999999
2816677389,A. Rømer,24.0,48.4,11.2,6.01,-0.004
2816677471,S. Odey,31.0,54.5,22.1,1.79,-0.005
2816677551,N. Dyhr,23.6,80.0,25.6,3.96,-0.001
2816677615,P. Izzo,11.5,48.4,19.5,5.31,-0.006
2816677631,D. Høegh,25.9,25.2,28.3,1.98,-0.001
2816677653,W. Dammers,19.0,64.3,11.0,1.15,-0.003
2816677791,J. Björkengren,24.4,77.5,12.6,4.43,-0.002
2816677819,W. Dammers,29.0,54.0,13.6,0.25,-0.005
2816677853,A. Rømer,40.5,59.0,14.1,3.29,-0.003
2816677879,W. Dammers,27.8,46.3,15.5,5.12,-0.005
2816677915,D. Høegh,29.9,26.7,21.1,2.55,-0.002
2816677951,P. Izzo,12.7,44.6,15.2,6.03,-0.005
2816678021,A. Rømer,26.7,38.8,11.3,4.44,-0.003
2816678051,D. Høegh,24.0,23.7,18.2,2.47,-0.002
2816678085,P. Izzo,10.4,40.1,47.9,5.64,-0.001
2816678335,M. López,42.1,100.0,30.3,5.47,-0.001
2816678649,P. Hatzidiakos,63.6,71.4,44.6,4.92,-0.006
2816678779,R. Huescas,73.8,21.7,19.4,2.84,-0.012
2816678809,Gabriel Pereira,42.5,26.8,20.0,5.6,-0.003
2816678827,R. Huescas,52.4,9.4,13.4,1.43,-0.003
2816678887,L. Lerager,46.3,28.6,14.6,2.87,-0.004
2816678915,Gabriel Pereira,31.4,33.2,34.3,1.08,-0.002
2816678965,M. López,46.9,77.6,15.5,5.58,-0.004
2816679011,M. Elyounoussi,46.1,72.6,15.8,2.26,-0.004
2816679113,M. López,35.2,91.1,14.4,4.94,-0.002
2816682189,P. Hatzidiakos,35.6,68.0,6.8,0.94,-0.004
2816679441,M. López,41.5,80.6,20.2,3.95,-0.004
2816679457,P. Hatzidiakos,28.2,59.1,19.7,4.86,-0.003
2816679507,Gabriel Pereira,30.9,30.5,13.7,5.42,-0.003
2816679527,R. Huescas,35.8,16.7,45.2,0.28,0.0
2816679559,W. Dammers,33.6,68.5,21.2,0.53,-0.003
2816679567,S. Nordli,51.0,84.2,11.8,2.69,-0.004
2816679625,J. Larsson,68.0,12.2,10.8,3.6,-0.008
2816679659,V. Froholdt,58.2,8.2,17.3,1.77,-0.004
2816679721,L. Lerager,57.9,23.0,19.3,6.27,-0.005
2816679819,J. Larsson,60.3,38.3,34.7,0.96,-0.0059999999999999
2816680175,P. Izzo,13.2,47.2,16.5,5.67,-0.006
2816680275,D. Høegh,29.6,31.8,21.2,1.79,-0.003
2816680355,W. Dammers,35.7,57.6,19.1,5.0,-0.005
2816680413,D. Høegh,46.1,8.9,29.9,2.24,-0.002
2816680439,W. Dammers,28.7,45.2,13.8,0.68,-0.005
2816680463,J. Björkengren,38.9,57.9,10.8,3.68,-0.005
2816680533,W. Dammers,30.8,49.4,16.2,1.18,-0.005
2816680563,J. Björkengren,36.0,74.5,29.9,0.1,-0.002
2816680599,Gabriel Pereira,25.8,22.4,12.2,5.45,-0.002
2816680611,R. Huescas,33.6,9.1,28.9,0.08,-0.001
2816680667,J. Björkengren,53.6,87.7,5.9,5.25,-0.005
2816680665,V. Froholdt,50.6,17.2,12.8,0.56,-0.004
2816680689,J. Björkengren,44.6,77.0,6.4,4.51,-0.005
2816680711,A. Rømer,43.4,67.6,13.5,2.66,-0.004
2816680743,W. Dammers,32.0,76.9,17.3,3.95,-0.002
2816680789,P. Izzo,22.8,59.1,59.4,0.51,0.001
2816681041,R. Huescas,25.7,0.0,15.5,0.57,-0.001
2816681055,V. Froholdt,38.1,10.9,16.6,3.3,-0.003
2816681089,R. Huescas,22.5,7.1,12.8,2.57,0.0
2816681119,Gabriel Pereira,12.2,17.3,23.5,1.88,-0.001
2816681137,D. Ramaj,5.3,50.1,7.6,6.27,-0.008
2816681199,P. Hatzidiakos,12.7,49.9,12.3,6.14,-0.006
2816681619,P. Hatzidiakos,24.2,49.1,4.9,3.2,-0.005
2816681757,D. Ramaj,19.5,48.7,14.5,4.9,-0.004
2816681775,Gabriel Pereira,32.6,15.7,14.3,5.8,-0.001
2816681787,R. Huescas,44.7,5.9,30.0,0.68,-0.002
2816681911,W. Dammers,36.5,76.6,13.1,1.08,-0.002
2816681933,N. Dyhr,42.6,92.9,13.0,4.83,-0.003
2816681979,J. Björkengren,44.1,73.9,14.2,2.6,-0.004
2816682093,W. Dammers,30.8,70.9,14.7,4.69,-0.002
2816682113,D. Høegh,32.1,52.2,10.2,0.84,-0.005
2816682163,J. Björkengren,38.6,63.3,16.7,4.42,-0.003
2816682221,D. Høegh,34.7,41.8,23.4,1.75,-0.005
2816682285,W. Dammers,31.7,77.8,26.4,0.5,-0.001
2816682295,S. Nordli,57.6,96.0,3.3,6.16,-0.005
2816682385,R. Huescas,41.4,0.0,20.5,2.77,-0.002
2816682421,Gabriel Pereira,23.2,10.4,23.9,2.23,0.001
2816682497,D. Ramaj,8.8,52.8,68.9,6.27,-0.002
2816682561,D. Høegh,18.3,49.7,10.3,3.21,-0.004
2816682607,P. Izzo,8.7,48.7,42.4,5.33,-0.006
2816682731,E. Achouri,65.3,100.0,12.6,3.89,-0.005
2816682767,L. Lerager,56.5,88.5,12.9,6.25,-0.003
2816682809,E. Achouri,68.7,85.7,19.9,3.73,-0.008
2816682841,P. Hatzidiakos,48.2,68.1,16.9,0.45,-0.005
2816682927,O. Olsen,32.4,20.0,13.2,0.68,-0.002
2816682955,J. Björkengren,42.6,29.2,20.8,5.55,-0.003
2816682989,O. Olsen,57.4,8.8,8.1,1.47,-0.005
2816683033,M. Greve,60.8,19.4,29.0,6.13,-0.004
2816683063,M. López,15.4,91.4,19.5,4.07,0.0
2816683125,D. Ramaj,4.3,68.4,30.1,0.83,0.0
2816683221,M. Greve,75.8,0.0,10.4,1.18,-0.006
2816683233,S. Nordli,79.6,12.2,2.8,4.98,-0.014
2816683241,S. Odey,80.3,8.2,4.0,3.45,-0.011
2816683553,M. López,30.0,100.0,18.5,5.88,-0.001
2816683627,A. Rømer,67.0,9.2,21.6,0.02,-0.006
2816683665,S. Odey,88.2,9.8,11.3,3.13,-0.011
2816683701,A. Rømer,77.4,10.0,12.8,1.59,-0.009
2816683747,J. Björkengren,74.4,38.3,26.2,1.35,-0.016
2816683799,N. Dyhr,79.8,75.9,25.5,5.15,-0.019
2816683871,A. Cornelius,31.0,74.9,16.1,0.01,-0.002
2816683899,D. Høegh,68.5,30.3,18.8,5.64,-0.011
2816683937,S. Odey,82.9,13.8,3.6,1.57,-0.015
2816683975,M. Greve,82.9,19.2,8.6,5.62,-0.018
2816683993,O. Olsen,90.2,11.6,12.1,1.87,-0.011
2816684515,M. López,36.4,95.0,13.1,4.99,-0.001
2816684527,M. Greve,43.8,13.2,7.8,2.07,-0.005
2816684531,A. Rømer,40.2,23.3,5.0,0.1,-0.005
2816684559,V. Froholdt,36.7,71.0,14.6,0.41,-0.003
2816907355,E. Achouri,43.0,74.6,13.3,3.81,-0.004
2816684647,S. Odey,75.8,29.7,8.4,2.81,-0.016
2816684657,M. Greve,68.2,33.7,3.9,5.52,-0.013
2816684665,S. Odey,70.9,29.7,2.8,1.27,-0.013
2816684687,L. Lerager,27.8,70.4,13.7,0.72,-0.003
2816684815,J. Björkengren,59.1,26.2,2.1,1.1,-0.009
2816685413,M. López,41.9,100.0,10.7,5.12,-0.002
2816685437,M. Elyounoussi,40.9,72.3,34.4,4.74,-0.002
2816685497,R. Huescas,41.8,21.8,15.7,0.25,-0.004
2816685535,V. Froholdt,64.9,26.3,8.6,1.46,-0.009
2816685613,J. Larsson,69.9,35.9,22.1,0.19,-0.012
2816687187,S. Nordli,50.1,50.0,23.2,2.44,-0.005
2816687221,W. Dammers,33.3,72.9,18.8,5.45,-0.002
2816687227,A. Rømer,45.3,52.4,7.9,1.83,-0.006
2816687345,J. Björkengren,46.2,70.9,10.7,3.16,-0.004
2816687363,W. Dammers,35.7,70.6,18.4,0.93,-0.003
2816687413,N. Dyhr,46.2,93.2,10.3,4.34,-0.003
2816687451,J. Björkengren,46.1,70.9,12.3,4.1,-0.004
2816687519,W. Dammers,39.1,53.4,20.8,5.0,-0.005
2816687597,D. Høegh,45.8,32.7,18.6,2.1,-0.004
2816687637,W. Dammers,36.1,72.6,20.6,3.55,-0.003
2816687675,P. Izzo,20.7,52.7,20.8,5.25,-0.004
2816687719,D. Høegh,31.6,24.9,22.1,5.55,-0.002
2816687759,O. Olsen,53.6,5.5,16.8,2.51,-0.003
2816687813,D. Høegh,39.5,25.8,26.9,1.77,-0.002
2816687859,W. Dammers,36.9,66.1,25.4,0.77,-0.002
2816687877,N. Dyhr,54.5,92.6,18.8,5.54,-0.003
2816727565,Gabriel Pereira,22.6,26.6,9.6,5.67,-0.002
2816917931,R. Huescas,32.9,7.5,5.0,1.1,-0.002
2816918627,J. Larsson,29.9,14.1,1.7,0.0,-0.003
2816688061,R. Huescas,37.7,0.0,20.0,1.39,-0.001
2816688089,L. Lerager,41.1,28.1,16.9,4.0,-0.003
2816688099,R. Huescas,30.6,9.2,14.8,3.04,-0.001
2816688169,Gabriel Pereira,14.3,10.4,41.6,0.18,0.002
2816688209,W. Dammers,45.5,83.8,5.6,6.15,-0.004
2816688253,J. Björkengren,51.1,82.7,8.2,2.23,-0.005
2816688287,N. Dyhr,46.2,92.9,26.2,5.49,-0.002
2816688351,L. Lerager,33.6,33.4,20.5,2.18,-0.003
2816688431,P. Hatzidiakos,25.9,68.0,17.4,0.97,-0.003
2816688457,M. López,34.9,89.4,25.8,5.66,-0.001
2816688513,M. Elyounoussi,57.3,64.2,9.9,4.11,-0.0069999999999999
2816688531,V. Froholdt,57.6,63.6,9.3,2.99,-0.008
2816688553,L. Lerager,48.8,65.7,14.5,0.8,-0.005
2816688605,M. López,58.4,81.0,8.0,4.73,-0.006
2816688653,V. Froholdt,67.9,70.5,14.8,0.99,-0.011
2816688715,E. Achouri,75.6,88.7,21.7,5.74,-0.008
2816688843,R. Huescas,82.2,15.1,8.9,2.39,-0.0139999999999999
2816688863,J. Larsson,76.0,24.1,13.2,5.15,-0.014
2816688885,R. Huescas,81.3,6.5,10.6,2.71,-0.01
2816688941,J. Larsson,72.7,14.9,31.5,2.44,-0.009
2816688973,P. Hatzidiakos,45.5,49.3,19.1,0.76,-0.005
2816689003,M. López,58.7,68.6,20.5,0.3,-0.0069999999999999
2816689085,M. Elyounoussi,90.5,90.0,10.3,3.11,-0.015
2816689101,E. Achouri,77.1,89.6,3.2,5.51,-0.011
2816689109,M. Elyounoussi,79.3,86.3,11.0,4.65,-0.012
2816689115,M. López,78.6,70.2,9.0,2.75,-0.024
2816689157,M. Elyounoussi,70.7,75.2,6.9,5.58,-0.0099999999999999
2816730169,M. López,79.5,64.5,3.2,3.95,-0.026
2816690203,D. Høegh,36.6,38.8,13.9,1.9,-0.003
2816690227,W. Dammers,34.0,60.9,19.2,0.34,-0.003
2816690255,M. Greve,55.5,71.7,7.3,5.14,-0.006
2816690273,J. Björkengren,60.5,64.8,17.7,1.36,-0.0069999999999999
2816690289,N. Dyhr,70.3,90.9,9.4,4.02,-0.007
2816690301,J. Björkengren,66.6,83.3,12.5,3.19,-0.006
2816690343,W. Dammers,54.0,82.7,12.9,5.2,-0.004
2816690361,L. Pedersen,61.0,65.5,28.4,0.07,-0.0059999999999999
2816690551,N. Dyhr,85.8,100.0,14.1,3.63,-0.008
2816690583,J. Björkengren,73.9,91.4,13.9,3.13,-0.008
2816690631,W. Dammers,61.5,91.7,18.1,0.23,-0.004
2816690671,J. Björkengren,78.6,97.8,7.1,4.27,-0.009
2816690681,M. Greve,75.0,88.9,4.3,1.37,-0.01
2816690709,N. Dyhr,75.8,95.1,15.1,6.09,-0.006
2816690927,N. Dyhr,89.4,100.0,20.2,4.88,-0.008
2816690935,N. Campbell,92.7,72.4,10.5,5.06,-0.031
2816691119,D. Ramaj,11.1,53.9,34.7,0.83,-0.004
2816691133,E. Achouri,34.8,91.4,11.6,3.82,-0.002
2816691213,L. Lerager,26.1,78.9,11.4,3.41,-0.002
2816691245,P. Hatzidiakos,27.1,90.0,25.9,5.62,0.0
2816691247,E. Achouri,46.5,66.5,15.9,2.5,-0.004
2816691297,V. Froholdt,39.3,64.5,21.8,0.27,-0.003
2816691329,E. Achouri,59.3,72.9,20.2,2.56,-0.0069999999999999
2816691369,M. López,43.0,92.1,15.6,3.58,-0.003
2816691411,P. Hatzidiakos,30.9,74.9,26.6,4.79,-0.001
2816692185,W. Dammers,30.6,65.5,9.2,0.55,-0.004
2816937379,V. Froholdt,59.8,18.7,11.0,2.47,-0.005
2816692319,D. Høegh,31.0,49.9,19.3,1.67,-0.005
2816692353,J. Björkengren,27.6,86.9,36.7,6.09,0.001
2816692569,P. Hatzidiakos,19.7,32.3,20.4,2.49,-0.003
2816692573,D. Ramaj,9.0,49.9,48.4,0.8,-0.005
2816692579,E. Mahmoud,58.2,0.0,5.8,2.53,-0.005
2816692593,O. Olsen,53.6,4.4,19.0,2.11,-0.003
2816692613,D. Høegh,43.9,28.9,8.4,0.53,-0.005
2816692621,J. Björkengren,50.9,35.4,8.6,3.53,-0.006
2816692655,D. Høegh,43.4,30.6,11.5,6.11,-0.004
2816939217,L. Lerager,38.8,79.5,7.3,1.03,-0.005
2816939345,E. Achouri,33.3,91.1,9.7,5.93,-0.001
2816692831,V. Claesson,43.8,83.0,28.2,0.29,-0.003
2816693139,M. López,88.4,100.0,17.4,4.74,-0.008
2816693179,L. Lerager,88.9,75.8,12.9,4.5,-0.0279999999999999
2816693257,J. Björkengren,27.9,47.6,13.5,6.22,-0.004
2816941667,E. Mahmoud,37.4,49.6,27.2,5.82,-0.004
2816693337,P. Hatzidiakos,33.2,54.8,16.3,5.12,-0.005
2816693457,R. Huescas,44.1,20.6,14.3,2.8,-0.004
2816693561,Gabriel Pereira,28.6,31.4,18.4,2.6,-0.003
2816693583,D. Ramaj,13.6,45.4,21.4,5.25,-0.005
2816693617,Gabriel Pereira,24.1,18.4,25.5,0.35,-0.001
2816693633,A. Cornelius,46.9,31.3,6.4,2.75,-0.005
2816693651,L. Pedersen,57.7,67.2,23.3,1.48,-0.0069999999999999
2816693807,R. Huescas,39.9,0.0,11.2,1.52,-0.002
2816693827,V. Claesson,40.4,15.7,8.0,3.83,-0.004
2816693875,R. Huescas,34.5,8.2,11.6,2.7,-0.002
2816693905,Gabriel Pereira,21.5,11.9,20.3,2.35,-0.001
2816693925,D. Ramaj,8.0,33.2,41.1,1.05,-0.002
2816693997,M. López,27.3,85.7,13.2,4.11,-0.001
2816694059,P. Hatzidiakos,19.5,69.3,19.0,0.05,-0.003
2816694103,M. Mattsson,42.1,74.4,18.7,0.4,-0.003
2816694131,V. Claesson,58.5,85.2,7.8,1.33,-0.005
2816694157,E. Achouri,60.3,96.3,21.4,6.08,-0.004
2816694203,D. Høegh,32.9,7.7,11.7,1.23,-0.001
2816694265,J. Björkengren,36.0,23.3,14.3,5.13,-0.002
2816694275,O. Olsen,41.0,5.2,15.1,0.19,-0.002
2816694283,M. Themsen,55.1,9.4,4.1,2.53,-0.005
2816694327,P. Hatzidiakos,26.2,91.1,33.7,3.97,0.0
2816694397,D. Ramaj,3.4,52.8,32.3,1.04,-0.007
2816694443,M. López,20.5,95.1,14.1,5.54,0.0
2816694459,V. Claesson,35.3,64.8,20.3,5.67,-0.003
2816694483,M. Mattsson,51.1,47.6,15.4,0.75,-0.005
2816694505,E. Achouri,61.8,63.0,9.7,2.91,-0.0069999999999999
2816694533,M. Mattsson,52.8,66.3,11.7,1.71,-0.006
2816694593,L. Lerager,51.3,83.4,18.9,3.43,-0.004
2816694665,M. López,41.9,67.5,27.6,4.25,-0.002
2816694731,Gabriel Pereira,28.9,31.9,23.3,1.55,-0.003
2816694773,P. Hatzidiakos,31.0,65.6,24.6,5.95,-0.002
2816694793,V. Claesson,53.1,53.6,11.9,6.15,-0.006
2816694907,M. Mattsson,69.2,54.3,20.4,0.56,-0.013
2816694957,E. Achouri,94.3,71.4,16.2,4.74,-0.031
2816696109,M. Themsen,50.2,49.7,22.9,2.84,-0.005
2816696121,W. Dammers,29.4,59.4,11.9,6.09,-0.003
2816696151,J. Björkengren,40.5,56.0,20.4,4.21,-0.005
2816696177,D. Høegh,31.1,29.8,17.5,2.47,-0.003
2816696199,P. Izzo,19.2,47.2,40.3,1.14,-0.002
2816696461,R. Huescas,67.3,0.0,13.4,1.01,-0.005
2816696499,A. Cornelius,70.7,14.1,7.7,4.18,-0.009
2816696489,N. Dyhr,21.9,92.0,27.2,6.03,0.001
2816949143,M. Touré,46.0,84.7,8.9,3.78,-0.005
2816696585,M. Themsen,43.0,80.5,11.1,4.57,-0.004
2816952689,E. Mahmoud,42.6,65.7,10.5,1.25,-0.003
2816952905,M. Themsen,45.8,78.7,15.0,3.77,-0.004
2816952991,L. Pedersen,51.8,57.3,10.7,4.89,-0.005
2816953503,E. Mahmoud,57.0,36.0,18.9,4.95,-0.006
2816953709,O. Olsen,63.1,8.9,29.8,2.22,-0.004
2816953785,D. Høegh,54.6,45.5,15.9,1.58,-0.006
2816953847,W. Dammers,54.4,68.9,19.2,1.05,-0.006
2816953915,M. Greve,63.5,93.4,17.0,4.01,-0.005
2816954025,W. Dammers,53.0,74.3,22.1,4.42,-0.005
2816954091,D. Høegh,36.9,20.8,10.2,6.24,-0.002
2816954131,E. Mahmoud,46.6,20.2,8.2,2.41,-0.005
2816697023,L. Pedersen,40.5,37.0,19.0,2.63,-0.003
2816697109,P. Izzo,23.3,50.9,13.0,0.71,-0.004
2816697155,W. Dammers,34.0,64.9,19.3,0.9,-0.003
2816697161,M. Greve,45.4,87.5,20.1,4.13,-0.004
2816697193,W. Dammers,34.8,62.9,22.8,5.93,-0.003
2816697259,M. Themsen,55.2,51.3,13.3,5.22,-0.006
2816697281,E. Mahmoud,62.0,31.8,18.9,5.12,-0.009
2816697291,O. Olsen,68.8,8.0,6.8,1.66,-0.007
2816697307,E. Mahmoud,68.2,17.9,7.1,4.0,-0.009
2816697361,O. Olsen,63.8,9.8,8.2,0.71,-0.006
2816697451,E. Mahmoud,60.6,25.8,12.5,1.2,-0.0069999999999999
2816697465,J. Björkengren,64.9,43.0,12.9,3.26,-0.009
2816697479,D. Høegh,52.7,40.7,16.7,1.64,-0.006
2816697531,W. Dammers,51.6,65.2,18.5,1.03,-0.005
2816697545,M. Greve,60.6,88.6,14.0,4.25,-0.004
2816697561,W. Dammers,54.7,70.2,25.4,5.81,-0.005
2816697641,P. Hatzidiakos,30.2,49.7,17.3,6.02,-0.005
2816697767,A. Cornelius,46.1,43.0,17.8,0.61,-0.005
2816697899,M. Greve,34.8,70.5,17.4,5.61,-0.003
2816699441,D. Høegh,45.8,47.2,17.3,4.29,-0.005
2816699463,O. Olsen,39.1,23.9,12.5,2.38,-0.003
2816699491,D. Høegh,30.5,36.6,24.6,1.49,-0.002
2816699513,W. Dammers,32.3,72.6,17.3,6.28,-0.002
2816699603,R. Falk,40.0,40.4,16.3,2.61,-0.003
2816958585,P. Hatzidiakos,38.4,37.2,10.8,0.71,-0.003
2816699609,R. Falk,32.2,53.8,10.5,5.37,-0.005
2816699651,J. Björkengren,61.7,67.6,4.9,0.17,-0.008
2816699743,E. Mahmoud,64.1,59.9,1.6,1.99,-0.011
2816699769,J. Björkengren,60.6,69.0,10.0,2.09,-0.0069999999999999
2816699777,N. Dyhr,55.9,81.8,9.2,0.39,-0.005
2816960003,M. Greve,67.9,96.0,3.9,5.16,-0.007
2816699805,N. Dyhr,59.0,81.4,1.7,3.58,-0.007
2816961247,V. Claesson,46.2,15.3,10.3,3.76,-0.004
2816700275,R. Huescas,37.1,3.5,19.0,2.88,-0.001
2816700313,Gabriel Pereira,19.6,10.7,24.3,1.99,0.001
2816700345,D. Ramaj,10.2,43.3,20.0,5.95,-0.005
2816700377,R. Falk,28.2,33.8,22.8,3.88,-0.003
2816700411,Gabriel Pereira,10.2,10.7,23.3,0.95,0.0
2816700425,L. Lerager,23.1,38.6,27.3,6.01,-0.002
2816700485,W. Dammers,54.6,83.2,13.3,1.28,-0.004
2816700655,R. Huescas,40.2,0.0,10.2,1.39,-0.002
2816700751,M. Greve,45.1,96.5,8.0,3.58,-0.003
2816700807,N. Dyhr,31.7,91.2,33.3,4.04,0.0
2816700861,P. Izzo,14.4,54.9,14.9,5.72,-0.005
2816700879,D. Høegh,27.8,41.3,18.9,1.81,-0.005
2816700925,W. Dammers,23.0,70.5,18.2,1.0,-0.003
2816700971,N. Dyhr,33.8,92.4,67.1,6.11,0.004
2816701255,D. Ramaj,9.6,46.3,30.9,1.02,-0.004
2816701299,P. Hatzidiakos,25.1,84.9,12.3,0.55,-0.001
2816701361,B. Meling,35.1,94.4,41.6,5.78,0.001
2816702813,L. Lerager,59.9,74.0,9.2,3.65,-0.008
2816702845,R. Falk,52.2,67.4,12.1,0.45,-0.005
2816702869,L. Lerager,62.6,75.2,22.2,3.24,-0.008
2816702889,R. Falk,41.6,71.9,13.7,3.7,-0.003
2816703005,P. Hatzidiakos,31.4,62.1,34.7,0.68,-0.002
2816703033,B. Meling,60.7,82.7,11.2,0.72,-0.004
2816703087,M. López,71.7,93.9,12.4,3.96,-0.008
2816703145,R. Falk,65.0,76.8,24.2,4.22,-0.0059999999999999
2816703215,Gabriel Pereira,57.8,39.1,18.2,0.81,-0.0069999999999999
2816703223,A. Chiakha,69.8,60.2,9.6,0.97,-0.012
2816703237,O. Olsen,28.3,23.9,6.1,0.43,-0.003
2816703311,E. Mahmoud,33.9,25.3,18.3,5.23,-0.003
2816703567,B. Meling,57.7,100.0,9.7,5.03,-0.004
2816716195,B. Meling,47.3,89.3,23.5,3.77,-0.003
2816703629,P. Hatzidiakos,40.2,89.7,5.8,0.68,-0.004
2816703675,B. Meling,44.5,95.1,34.7,3.59,-0.001
2816703729,D. Ramaj,14.7,72.9,28.4,4.92,-0.001
2816703859,Gabriel Pereira,25.7,32.9,14.5,4.88,-0.003
2816703939,M. Greve,90.4,91.4,13.7,4.6,-0.011
2816704547,M. Themsen,99.6,99.5,30.9,4.64,-0.018
2816704653,E. Mahmoud,73.3,89.6,12.4,0.29,-0.008
2816704689,M. Themsen,84.7,95.4,18.3,3.58,-0.008
2816704725,J. Björkengren,68.9,83.9,6.7,1.62,-0.009
2816704781,E. Mahmoud,68.6,93.6,25.7,4.08,-0.005
2816704837,B. Kopplin,51.9,50.0,26.9,2.98,-0.004
2816704909,P. Izzo,27.1,56.4,30.7,0.98,-0.004
2816704925,E. Mahmoud,43.3,94.1,18.7,5.25,-0.003
2816704955,J. Björkengren,52.5,70.5,27.0,0.39,-0.005
2816705037,M. Touré,97.7,70.9,10.8,4.48,-0.03
2816971119,E. Mahmoud,45.8,72.6,4.2,4.96,-0.006
2816705229,L. Pedersen,47.4,56.9,6.4,2.65,-0.006
2816705257,D. Høegh,41.4,61.4,13.5,1.34,-0.003
2816705287,W. Dammers,44.3,80.8,14.3,0.51,-0.004
2816705397,B. Kopplin,56.3,91.4,7.1,4.88,-0.004
2816705439,E. Mahmoud,57.1,77.0,25.5,4.24,-0.003
2816705449,D. Høegh,46.1,43.6,14.9,5.14,-0.005
2816705509,O. Olsen,53.1,22.7,13.4,2.06,-0.004
2816705531,D. Høegh,55.6,29.5,12.0,4.82,-0.006
2816705561,O. Olsen,57.8,11.6,19.4,2.22,-0.004
2816705607,D. Høegh,46.6,34.3,19.7,1.91,-0.004
2816705713,W. Dammers,41.2,59.1,18.1,4.73,-0.003
2816705737,D. Høegh,45.7,32.2,16.2,0.01,-0.004
2816705759,E. Mahmoud,61.2,32.2,18.3,3.12,-0.0069999999999999
2816705769,D. Høegh,43.6,32.8,15.0,6.2,-0.004
2816705773,E. Mahmoud,57.8,31.0,12.0,2.73,-0.0069999999999999
2816705887,L. Pedersen,47.3,38.0,8.2,5.15,-0.005
2816706301,O. Olsen,41.8,18.5,12.8,2.41,-0.004
2816706341,D. Høegh,32.6,31.5,25.8,1.32,-0.002
2816706363,W. Dammers,40.0,70.6,22.0,0.8,-0.003
2816706375,B. Kopplin,54.5,93.8,3.9,5.34,-0.005
2816706419,B. Kopplin,55.2,82.1,12.2,4.34,-0.004
2816706459,L. Pedersen,51.0,65.4,16.0,2.67,-0.005
2816706525,W. Dammers,39.2,75.3,21.2,0.72,-0.003
2816706597,J. Björkengren,54.7,95.1,28.3,6.2,-0.002
2816706617,B. Kopplin,94.8,91.7,7.3,4.28,-0.016
2816706679,M. Greve,91.9,82.0,8.8,2.41,-0.024
2816706801,M. Touré,81.5,85.1,42.8,4.69,-0.011
2816706841,E. Mahmoud,77.6,27.3,10.9,4.82,-0.0199999999999999
2816706861,O. Olsen,78.7,11.4,5.3,0.38,-0.0099999999999999
2816706875,M. Themsen,83.4,14.3,2.5,3.44,-0.015
2816706929,O. Olsen,80.6,14.3,14.6,0.35,-0.012
2816706941,M. Greve,93.7,21.6,3.4,1.85,-0.025
2816706993,R. Falk,9.6,71.0,8.2,1.91,-0.003
